Path[0]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
Path[4]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
sub[0]Xgrid,8,Ygrid,8,27.6274169979695,indicator,0,
sub[0]Xgrid,16,Ygrid,23,20.7113683889721,indicator,0,
sub[0]Xgrid,16,Ygrid,18,18.0622577482985,indicator,0,
sub[0]Xgrid,24,Ygrid,24,17.6918060129541,indicator,0,
sub[0]Xgrid,2,Ygrid,13,34.7947867796833,indicator,0,
sub[0]Xgrid,14,Ygrid,21,20.6383455360961,indicator,0,
sub[0]Xgrid,1,Ygrid,19,37.1386751006151,indicator,0,
sub[0]Xgrid,24,Ygrid,5,32.4164078649987,indicator,0,
sub[0]Xgrid,13,Ygrid,20,20.760085048857,indicator,0,
sub[0]Xgrid,20,Ygrid,10,22.6224775268596,indicator,0,
sub[0]Xgrid,17,Ygrid,13,18.4235696175398,indicator,0,
sub[0]Xgrid,14,Ygrid,4,29.6407896642784,indicator,0,
sub[0]Xgrid,3,Ygrid,15,32.6961771193878,indicator,0,
sub[0]Xgrid,21,Ygrid,22,17.8182216790159,indicator,0,
sub[0]Xgrid,14,Ygrid,5,27.7954658739206,indicator,0,
sub[0]Xgrid,5,Ygrid,13,29.2346082893807,indicator,0,
sub[0]Xgrid,20,Ygrid,8,25.0364262477882,indicator,0,
sub[0]Xgrid,19,Ygrid,0,37.5537061546678,indicator,0,
sub[0]Xgrid,16,Ygrid,24,21.6014705087354,indicator,0,
sub[0]Xgrid,6,Ygrid,7,31.9699393572079,indicator,0,
Path[5]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
sub[0]Xgrid,8,Ygrid,8,27.6274169979695,indicator,0,
sub[0]Xgrid,16,Ygrid,23,20.7113683889721,indicator,0,
sub[0]Xgrid,16,Ygrid,18,18.0622577482985,indicator,0,
sub[0]Xgrid,24,Ygrid,24,17.6918060129541,indicator,0,
sub[0]Xgrid,2,Ygrid,13,34.7947867796833,indicator,0,
sub[0]Xgrid,14,Ygrid,21,20.6383455360961,indicator,0,
sub[0]Xgrid,1,Ygrid,19,37.1386751006151,indicator,0,
sub[0]Xgrid,24,Ygrid,5,32.4164078649987,indicator,0,
sub[0]Xgrid,13,Ygrid,20,20.760085048857,indicator,0,
sub[0]Xgrid,20,Ygrid,10,22.6224775268596,indicator,0,
sub[0]Xgrid,17,Ygrid,13,18.4235696175398,indicator,0,
sub[0]Xgrid,14,Ygrid,4,29.6407896642784,indicator,0,
sub[0]Xgrid,3,Ygrid,15,32.6961771193878,indicator,0,
sub[0]Xgrid,21,Ygrid,22,17.8182216790159,indicator,0,
sub[0]Xgrid,14,Ygrid,5,27.7954658739206,indicator,0,
sub[0]Xgrid,5,Ygrid,13,29.2346082893807,indicator,0,
sub[0]Xgrid,20,Ygrid,8,25.0364262477882,indicator,0,
sub[0]Xgrid,19,Ygrid,0,37.5537061546678,indicator,0,
sub[0]Xgrid,16,Ygrid,24,21.6014705087354,indicator,0,
sub[0]Xgrid,6,Ygrid,7,31.9699393572079,indicator,0,
Path[6]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
sub[0]Xgrid,8,Ygrid,8,27.6274169979695,indicator,0,
sub[0]Xgrid,16,Ygrid,23,20.7113683889721,indicator,0,
sub[0]Xgrid,16,Ygrid,18,18.0622577482985,indicator,0,
sub[0]Xgrid,24,Ygrid,24,17.6918060129541,indicator,0,
sub[0]Xgrid,2,Ygrid,13,34.7947867796833,indicator,0,
sub[0]Xgrid,14,Ygrid,21,20.6383455360961,indicator,0,
sub[0]Xgrid,1,Ygrid,19,37.1386751006151,indicator,0,
sub[0]Xgrid,24,Ygrid,5,32.4164078649987,indicator,0,
sub[0]Xgrid,13,Ygrid,20,20.760085048857,indicator,0,
sub[0]Xgrid,20,Ygrid,10,22.6224775268596,indicator,0,
sub[0]Xgrid,17,Ygrid,13,18.4235696175398,indicator,0,
sub[0]Xgrid,14,Ygrid,4,29.6407896642784,indicator,0,
sub[0]Xgrid,3,Ygrid,15,32.6961771193878,indicator,0,
sub[0]Xgrid,21,Ygrid,22,17.8182216790159,indicator,0,
sub[0]Xgrid,14,Ygrid,5,27.7954658739206,indicator,0,
sub[0]Xgrid,5,Ygrid,13,29.2346082893807,indicator,0,
sub[0]Xgrid,20,Ygrid,8,25.0364262477882,indicator,0,
sub[0]Xgrid,19,Ygrid,0,37.5537061546678,indicator,0,
sub[0]Xgrid,16,Ygrid,24,21.6014705087354,indicator,0,
sub[0]Xgrid,6,Ygrid,7,31.9699393572079,indicator,0,
Path[7]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
sub[0]Xgrid,8,Ygrid,8,27.6274169979695,indicator,0,
sub[0]Xgrid,16,Ygrid,23,20.7113683889721,indicator,0,
sub[0]Xgrid,16,Ygrid,18,18.0622577482985,indicator,0,
sub[0]Xgrid,24,Ygrid,24,17.6918060129541,indicator,0,
sub[0]Xgrid,2,Ygrid,13,34.7947867796833,indicator,0,
sub[0]Xgrid,14,Ygrid,21,20.6383455360961,indicator,0,
sub[0]Xgrid,1,Ygrid,19,37.1386751006151,indicator,0,
sub[0]Xgrid,24,Ygrid,5,32.4164078649987,indicator,0,
sub[0]Xgrid,13,Ygrid,20,20.760085048857,indicator,0,
sub[0]Xgrid,20,Ygrid,10,22.6224775268596,indicator,0,
sub[0]Xgrid,17,Ygrid,13,18.4235696175398,indicator,0,
sub[0]Xgrid,14,Ygrid,4,29.6407896642784,indicator,0,
sub[0]Xgrid,3,Ygrid,15,32.6961771193878,indicator,0,
sub[0]Xgrid,21,Ygrid,22,17.8182216790159,indicator,0,
sub[0]Xgrid,14,Ygrid,5,27.7954658739206,indicator,0,
sub[0]Xgrid,5,Ygrid,13,29.2346082893807,indicator,0,
sub[0]Xgrid,20,Ygrid,8,25.0364262477882,indicator,0,
sub[0]Xgrid,19,Ygrid,0,37.5537061546678,indicator,0,
sub[0]Xgrid,16,Ygrid,24,21.6014705087354,indicator,0,
sub[0]Xgrid,6,Ygrid,7,31.9699393572079,indicator,0,
Path[8]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
sub[0]Xgrid,8,Ygrid,8,27.6274169979695,indicator,0,
sub[0]Xgrid,16,Ygrid,23,20.7113683889721,indicator,0,
sub[0]Xgrid,16,Ygrid,18,18.0622577482985,indicator,0,
sub[0]Xgrid,24,Ygrid,24,17.6918060129541,indicator,0,
sub[0]Xgrid,2,Ygrid,13,34.7947867796833,indicator,0,
sub[0]Xgrid,14,Ygrid,21,20.6383455360961,indicator,0,
sub[0]Xgrid,1,Ygrid,19,37.1386751006151,indicator,0,
sub[0]Xgrid,24,Ygrid,5,32.4164078649987,indicator,0,
sub[0]Xgrid,13,Ygrid,20,20.760085048857,indicator,0,
sub[0]Xgrid,20,Ygrid,10,22.6224775268596,indicator,0,
sub[0]Xgrid,17,Ygrid,13,18.4235696175398,indicator,0,
sub[0]Xgrid,14,Ygrid,4,29.6407896642784,indicator,0,
sub[0]Xgrid,3,Ygrid,15,32.6961771193878,indicator,0,
sub[0]Xgrid,21,Ygrid,22,17.8182216790159,indicator,0,
sub[0]Xgrid,14,Ygrid,5,27.7954658739206,indicator,0,
sub[0]Xgrid,5,Ygrid,13,29.2346082893807,indicator,0,
sub[0]Xgrid,20,Ygrid,8,25.0364262477882,indicator,0,
sub[0]Xgrid,19,Ygrid,0,37.5537061546678,indicator,0,
sub[0]Xgrid,16,Ygrid,24,21.6014705087354,indicator,0,
sub[0]Xgrid,6,Ygrid,7,31.9699393572079,indicator,0,
Path[9]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
sub[0]Xgrid,8,Ygrid,8,27.6274169979695,indicator,0,
sub[0]Xgrid,16,Ygrid,23,20.7113683889721,indicator,0,
sub[0]Xgrid,16,Ygrid,18,18.0622577482985,indicator,0,
sub[0]Xgrid,24,Ygrid,24,17.6918060129541,indicator,0,
sub[0]Xgrid,2,Ygrid,13,34.7947867796833,indicator,0,
sub[0]Xgrid,14,Ygrid,21,20.6383455360961,indicator,0,
sub[0]Xgrid,1,Ygrid,19,37.1386751006151,indicator,0,
sub[0]Xgrid,24,Ygrid,5,32.4164078649987,indicator,0,
sub[0]Xgrid,13,Ygrid,20,20.760085048857,indicator,0,
sub[0]Xgrid,20,Ygrid,10,22.6224775268596,indicator,0,
sub[0]Xgrid,17,Ygrid,13,18.4235696175398,indicator,0,
sub[0]Xgrid,14,Ygrid,4,29.6407896642784,indicator,0,
sub[0]Xgrid,3,Ygrid,15,32.6961771193878,indicator,0,
sub[0]Xgrid,21,Ygrid,22,17.8182216790159,indicator,0,
sub[0]Xgrid,14,Ygrid,5,27.7954658739206,indicator,0,
sub[0]Xgrid,5,Ygrid,13,29.2346082893807,indicator,0,
sub[0]Xgrid,20,Ygrid,8,25.0364262477882,indicator,0,
sub[0]Xgrid,19,Ygrid,0,37.5537061546678,indicator,0,
sub[0]Xgrid,16,Ygrid,24,21.6014705087354,indicator,0,
sub[0]Xgrid,6,Ygrid,7,31.9699393572079,indicator,0,
Path[10]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
sub[0]Xgrid,8,Ygrid,8,27.6274169979695,indicator,0,
sub[0]Xgrid,16,Ygrid,23,20.7113683889721,indicator,0,
sub[0]Xgrid,16,Ygrid,18,18.0622577482985,indicator,0,
sub[0]Xgrid,24,Ygrid,24,17.6918060129541,indicator,0,
sub[0]Xgrid,2,Ygrid,13,34.7947867796833,indicator,0,
sub[0]Xgrid,14,Ygrid,21,20.6383455360961,indicator,0,
sub[0]Xgrid,1,Ygrid,19,37.1386751006151,indicator,0,
sub[0]Xgrid,24,Ygrid,5,32.4164078649987,indicator,0,
sub[0]Xgrid,13,Ygrid,20,20.760085048857,indicator,0,
sub[0]Xgrid,20,Ygrid,10,22.6224775268596,indicator,0,
sub[0]Xgrid,17,Ygrid,13,18.4235696175398,indicator,0,
sub[0]Xgrid,14,Ygrid,4,29.6407896642784,indicator,0,
sub[0]Xgrid,3,Ygrid,15,32.6961771193878,indicator,0,
sub[0]Xgrid,21,Ygrid,22,17.8182216790159,indicator,0,
sub[0]Xgrid,14,Ygrid,5,27.7954658739206,indicator,0,
sub[0]Xgrid,5,Ygrid,13,29.2346082893807,indicator,0,
sub[0]Xgrid,20,Ygrid,8,25.0364262477882,indicator,0,
sub[0]Xgrid,19,Ygrid,0,37.5537061546678,indicator,0,
sub[0]Xgrid,16,Ygrid,24,21.6014705087354,indicator,0,
sub[0]Xgrid,6,Ygrid,7,31.9699393572079,indicator,0,
Path[11]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
sub[0]Xgrid,8,Ygrid,8,27.6274169979695,indicator,0,
sub[0]Xgrid,16,Ygrid,23,20.7113683889721,indicator,0,
sub[0]Xgrid,16,Ygrid,18,18.0622577482985,indicator,0,
sub[0]Xgrid,24,Ygrid,24,17.6918060129541,indicator,0,
sub[0]Xgrid,2,Ygrid,13,34.7947867796833,indicator,0,
sub[0]Xgrid,14,Ygrid,21,20.6383455360961,indicator,0,
sub[0]Xgrid,1,Ygrid,19,37.1386751006151,indicator,0,
sub[0]Xgrid,24,Ygrid,5,32.4164078649987,indicator,0,
sub[0]Xgrid,13,Ygrid,20,20.760085048857,indicator,0,
sub[0]Xgrid,20,Ygrid,10,22.6224775268596,indicator,0,
sub[0]Xgrid,17,Ygrid,13,18.4235696175398,indicator,0,
sub[0]Xgrid,14,Ygrid,4,29.6407896642784,indicator,0,
sub[0]Xgrid,3,Ygrid,15,32.6961771193878,indicator,0,
sub[0]Xgrid,21,Ygrid,22,17.8182216790159,indicator,0,
sub[0]Xgrid,14,Ygrid,5,27.7954658739206,indicator,0,
sub[0]Xgrid,5,Ygrid,13,29.2346082893807,indicator,0,
sub[0]Xgrid,20,Ygrid,8,25.0364262477882,indicator,0,
sub[0]Xgrid,19,Ygrid,0,37.5537061546678,indicator,0,
sub[0]Xgrid,16,Ygrid,24,21.6014705087354,indicator,0,
sub[0]Xgrid,6,Ygrid,7,31.9699393572079,indicator,0,
Path[12]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
sub[0]Xgrid,8,Ygrid,8,27.6274169979695,indicator,0,
sub[0]Xgrid,16,Ygrid,23,20.7113683889721,indicator,0,
sub[0]Xgrid,16,Ygrid,18,18.0622577482985,indicator,0,
sub[0]Xgrid,24,Ygrid,24,17.6918060129541,indicator,0,
sub[0]Xgrid,2,Ygrid,13,34.7947867796833,indicator,0,
sub[0]Xgrid,14,Ygrid,21,20.6383455360961,indicator,0,
sub[0]Xgrid,1,Ygrid,19,37.1386751006151,indicator,0,
sub[0]Xgrid,24,Ygrid,5,32.4164078649987,indicator,0,
sub[0]Xgrid,13,Ygrid,20,20.760085048857,indicator,0,
sub[0]Xgrid,20,Ygrid,10,22.6224775268596,indicator,0,
sub[0]Xgrid,17,Ygrid,13,18.4235696175398,indicator,0,
sub[0]Xgrid,14,Ygrid,4,29.6407896642784,indicator,0,
sub[0]Xgrid,3,Ygrid,15,32.6961771193878,indicator,0,
sub[0]Xgrid,21,Ygrid,22,17.8182216790159,indicator,0,
sub[0]Xgrid,14,Ygrid,5,27.7954658739206,indicator,0,
sub[0]Xgrid,5,Ygrid,13,29.2346082893807,indicator,0,
sub[0]Xgrid,20,Ygrid,8,25.0364262477882,indicator,0,
sub[0]Xgrid,19,Ygrid,0,37.5537061546678,indicator,0,
sub[0]Xgrid,16,Ygrid,24,21.6014705087354,indicator,0,
sub[0]Xgrid,6,Ygrid,7,31.9699393572079,indicator,0,
Path[13]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
sub[0]Xgrid,8,Ygrid,8,27.6274169979695,indicator,0,
sub[0]Xgrid,16,Ygrid,23,20.7113683889721,indicator,0,
sub[0]Xgrid,16,Ygrid,18,18.0622577482985,indicator,0,
sub[0]Xgrid,24,Ygrid,24,17.6918060129541,indicator,0,
sub[0]Xgrid,2,Ygrid,13,34.7947867796833,indicator,0,
sub[0]Xgrid,14,Ygrid,21,20.6383455360961,indicator,0,
sub[0]Xgrid,1,Ygrid,19,37.1386751006151,indicator,0,
sub[0]Xgrid,24,Ygrid,5,32.4164078649987,indicator,0,
sub[0]Xgrid,13,Ygrid,20,20.760085048857,indicator,0,
sub[0]Xgrid,20,Ygrid,10,22.6224775268596,indicator,0,
sub[0]Xgrid,17,Ygrid,13,18.4235696175398,indicator,0,
sub[0]Xgrid,14,Ygrid,4,29.6407896642784,indicator,0,
sub[0]Xgrid,3,Ygrid,15,32.6961771193878,indicator,0,
sub[0]Xgrid,21,Ygrid,22,17.8182216790159,indicator,0,
sub[0]Xgrid,14,Ygrid,5,27.7954658739206,indicator,0,
sub[0]Xgrid,5,Ygrid,13,29.2346082893807,indicator,0,
sub[0]Xgrid,20,Ygrid,8,25.0364262477882,indicator,0,
sub[0]Xgrid,19,Ygrid,0,37.5537061546678,indicator,0,
sub[0]Xgrid,16,Ygrid,24,21.6014705087354,indicator,0,
sub[0]Xgrid,6,Ygrid,7,31.9699393572079,indicator,0,
Path[14]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
sub[0]Xgrid,8,Ygrid,8,27.6274169979695,indicator,0,
sub[0]Xgrid,16,Ygrid,23,20.7113683889721,indicator,0,
sub[0]Xgrid,16,Ygrid,18,18.0622577482985,indicator,0,
sub[0]Xgrid,24,Ygrid,24,17.6918060129541,indicator,0,
sub[0]Xgrid,2,Ygrid,13,34.7947867796833,indicator,0,
sub[0]Xgrid,14,Ygrid,21,20.6383455360961,indicator,0,
sub[0]Xgrid,1,Ygrid,19,37.1386751006151,indicator,0,
sub[0]Xgrid,24,Ygrid,5,32.4164078649987,indicator,0,
sub[0]Xgrid,13,Ygrid,20,20.760085048857,indicator,0,
sub[0]Xgrid,20,Ygrid,10,22.6224775268596,indicator,0,
sub[0]Xgrid,17,Ygrid,13,18.4235696175398,indicator,0,
sub[0]Xgrid,14,Ygrid,4,29.6407896642784,indicator,0,
sub[0]Xgrid,3,Ygrid,15,32.6961771193878,indicator,0,
sub[0]Xgrid,21,Ygrid,22,17.8182216790159,indicator,0,
sub[0]Xgrid,14,Ygrid,5,27.7954658739206,indicator,0,
sub[0]Xgrid,5,Ygrid,13,29.2346082893807,indicator,0,
sub[0]Xgrid,20,Ygrid,8,25.0364262477882,indicator,0,
sub[0]Xgrid,19,Ygrid,0,37.5537061546678,indicator,0,
sub[0]Xgrid,16,Ygrid,24,21.6014705087354,indicator,0,
sub[0]Xgrid,6,Ygrid,7,31.9699393572079,indicator,0,
Path[15]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
sub[0]Xgrid,8,Ygrid,8,27.6274169979695,indicator,0,
sub[0]Xgrid,16,Ygrid,23,20.7113683889721,indicator,0,
sub[0]Xgrid,16,Ygrid,18,18.0622577482985,indicator,0,
sub[0]Xgrid,24,Ygrid,24,17.6918060129541,indicator,0,
sub[0]Xgrid,2,Ygrid,13,34.7947867796833,indicator,0,
sub[0]Xgrid,14,Ygrid,21,20.6383455360961,indicator,0,
sub[0]Xgrid,1,Ygrid,19,37.1386751006151,indicator,0,
sub[0]Xgrid,24,Ygrid,5,32.4164078649987,indicator,0,
sub[0]Xgrid,13,Ygrid,20,20.760085048857,indicator,0,
sub[0]Xgrid,20,Ygrid,10,22.6224775268596,indicator,0,
sub[0]Xgrid,17,Ygrid,13,18.4235696175398,indicator,0,
sub[0]Xgrid,14,Ygrid,4,29.6407896642784,indicator,0,
sub[0]Xgrid,3,Ygrid,15,32.6961771193878,indicator,0,
sub[0]Xgrid,21,Ygrid,22,17.8182216790159,indicator,0,
sub[0]Xgrid,14,Ygrid,5,27.7954658739206,indicator,0,
sub[0]Xgrid,5,Ygrid,13,29.2346082893807,indicator,0,
sub[0]Xgrid,20,Ygrid,8,25.0364262477882,indicator,0,
sub[0]Xgrid,19,Ygrid,0,37.5537061546678,indicator,0,
sub[0]Xgrid,16,Ygrid,24,21.6014705087354,indicator,0,
sub[0]Xgrid,6,Ygrid,7,31.9699393572079,indicator,0,
Path[16]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
sub[0]Xgrid,8,Ygrid,8,27.6274169979695,indicator,0,
sub[0]Xgrid,16,Ygrid,23,20.7113683889721,indicator,0,
sub[0]Xgrid,16,Ygrid,18,18.0622577482985,indicator,0,
sub[0]Xgrid,24,Ygrid,24,17.6918060129541,indicator,0,
sub[0]Xgrid,2,Ygrid,13,34.7947867796833,indicator,0,
sub[0]Xgrid,14,Ygrid,21,20.6383455360961,indicator,0,
sub[0]Xgrid,1,Ygrid,19,37.1386751006151,indicator,0,
sub[0]Xgrid,24,Ygrid,5,32.4164078649987,indicator,0,
sub[0]Xgrid,13,Ygrid,20,20.760085048857,indicator,0,
sub[0]Xgrid,20,Ygrid,10,22.6224775268596,indicator,0,
sub[0]Xgrid,17,Ygrid,13,18.4235696175398,indicator,0,
sub[0]Xgrid,14,Ygrid,4,29.6407896642784,indicator,0,
sub[0]Xgrid,3,Ygrid,15,32.6961771193878,indicator,0,
sub[0]Xgrid,21,Ygrid,22,17.8182216790159,indicator,0,
sub[0]Xgrid,14,Ygrid,5,27.7954658739206,indicator,0,
sub[0]Xgrid,5,Ygrid,13,29.2346082893807,indicator,0,
sub[0]Xgrid,20,Ygrid,8,25.0364262477882,indicator,0,
sub[0]Xgrid,19,Ygrid,0,37.5537061546678,indicator,0,
sub[0]Xgrid,16,Ygrid,24,21.6014705087354,indicator,0,
sub[0]Xgrid,6,Ygrid,7,31.9699393572079,indicator,0,
Path[17]Xgrid,9,Ygrid,1,Distance,100,Fdis,-9999.994722867,Fitness,100,subcount,0,Sunev,0
sub[0]Xgrid,8,Ygrid,8,27.6274169979695,indicator,0,
sub[0]Xgrid,16,Ygrid,23,20.7113683889721,indicator,0,
sub[0]Xgrid,16,Ygrid,18,18.0622577482985,indicator,0,
sub[0]Xgrid,24,Ygrid,24,17.6918060129541,indicator,0,
sub[0]Xgrid,2,Ygrid,13,34.7947867796833,indicator,0,
sub[0]Xgrid,14,Ygrid,21,20.6383455360961,indicator,0,
sub[0]Xgrid,1,Ygrid,19,37.1386751006151,indicator,0,
sub[0]Xgrid,24,Ygrid,5,32.4164078649987,indicator,0,
sub[0]Xgrid,13,Ygrid,20,20.760085048857,indicator,0,
sub[0]Xgrid,20,Ygrid,10,22.6224775268596,indicator,0,
sub[0]Xgrid,17,Ygrid,13,18.4235696175398,indicator,0,
sub[0]Xgrid,14,Ygrid,4,29.6407896642784,indicator,0,
sub[0]Xgrid,3,Ygrid,15,32.6961771193878,indicator,0,
sub[0]Xgrid,21,Ygrid,22,17.8182216790159,indicator,0,
sub[0]Xgrid,14,Ygrid,5,27.7954658739206,indicator,0,
sub[0]Xgrid,5,Ygrid,13,29.2346082893807,indicator,0,
sub[0]Xgrid,20,Ygrid,8,25.0364262477882,indicator,0,
