Path[0]Xgrid,20,Ygrid,5,Distance,36.6791643405797,Fdis,0.0272634346495637,Fitness,0,subcount,0
sub[0]Xgrid,20,Ygrid,5,36.6791643405797,
sub[0]Xgrid,20,Ygrid,5,36.6802599861105,
sub[0]Xgrid,20,Ygrid,5,36.7237857777127,
sub[0]Xgrid,20,Ygrid,5,36.7237857777127,
sub[0]Xgrid,20,Ygrid,5,36.7237857777127,
sub[0]Xgrid,20,Ygrid,5,36.7237857777127,
sub[0]Xgrid,20,Ygrid,5,36.726688500922,
sub[0]Xgrid,20,Ygrid,5,36.75836814868,
sub[0]Xgrid,20,Ygrid,5,36.75836814868,
sub[0]Xgrid,20,Ygrid,5,36.75836814868,
sub[0]Xgrid,20,Ygrid,5,36.75836814868,
sub[0]Xgrid,20,Ygrid,5,36.8588753883965,
sub[0]Xgrid,20,Ygrid,5,36.9117871423056,
sub[0]Xgrid,20,Ygrid,5,36.9117871423056,
sub[0]Xgrid,20,Ygrid,5,36.9117871423056,
sub[0]Xgrid,20,Ygrid,5,36.9673764123517,
sub[0]Xgrid,20,Ygrid,5,36.9673764123517,
sub[0]Xgrid,20,Ygrid,5,36.9673764123517,
sub[0]Xgrid,20,Ygrid,5,36.9673764123517,
sub[0]Xgrid,20,Ygrid,5,37.1421776336442,
sub[0]Xgrid,20,Ygrid,5,37.1421776336442,
sub[0]Xgrid,20,Ygrid,5,37.1421776336442,
sub[0]Xgrid,20,Ygrid,5,37.1421776336442,
sub[0]Xgrid,20,Ygrid,5,39.18431677458,
sub[0]Xgrid,20,Ygrid,5,39.18431677458,
sub[0]Xgrid,20,Ygrid,5,40.647203239474,
sub[0]Xgrid,20,Ygrid,5,40.647203239474,
sub[0]Xgrid,20,Ygrid,5,40.647203239474,
sub[0]Xgrid,20,Ygrid,5,40.6590006100168,
sub[0]Xgrid,20,Ygrid,5,40.6590006100168,
sub[0]Xgrid,20,Ygrid,5,40.6590006100168,
sub[0]Xgrid,20,Ygrid,5,40.6693008329857,
sub[0]Xgrid,20,Ygrid,5,40.6693008329857,
sub[0]Xgrid,20,Ygrid,5,40.6693008329857,
sub[0]Xgrid,20,Ygrid,5,40.6800746218462,
sub[0]Xgrid,20,Ygrid,5,40.6800746218462,
sub[0]Xgrid,20,Ygrid,5,40.6800746218462,
sub[0]Xgrid,20,Ygrid,5,40.6800746218462,
sub[0]Xgrid,20,Ygrid,5,40.6800746218462,
sub[0]Xgrid,20,Ygrid,5,40.7168363871404,
sub[0]Xgrid,20,Ygrid,5,40.7168363871404,
sub[0]Xgrid,20,Ygrid,5,40.7168363871404,
sub[0]Xgrid,20,Ygrid,5,40.7852639924258,
sub[0]Xgrid,20,Ygrid,5,40.7852639924258,
sub[0]Xgrid,20,Ygrid,5,40.8129168051525,
sub[0]Xgrid,20,Ygrid,5,40.8129168051525,
sub[0]Xgrid,20,Ygrid,5,40.8129168051525,
sub[0]Xgrid,20,Ygrid,5,40.9528366004016,
sub[0]Xgrid,20,Ygrid,5,40.9528366004016,
sub[0]Xgrid,20,Ygrid,5,40.9528366004016,
sub[0]Xgrid,20,Ygrid,5,40.9528366004016,
sub[0]Xgrid,20,Ygrid,5,40.9689945746936,
sub[0]Xgrid,20,Ygrid,5,40.9689945746936,
sub[0]Xgrid,20,Ygrid,5,40.9689945746936,
sub[0]Xgrid,20,Ygrid,5,40.9689945746936,
sub[0]Xgrid,20,Ygrid,5,41.0907220343745,
sub[0]Xgrid,20,Ygrid,5,41.0907220343745,
sub[0]Xgrid,20,Ygrid,5,41.0907220343745,
sub[0]Xgrid,20,Ygrid,5,41.0907220343745,
sub[0]Xgrid,20,Ygrid,5,41.0907220343745,
sub[0]Xgrid,20,Ygrid,5,41.0907220343745,
sub[0]Xgrid,20,Ygrid,5,41.1004555751724,
sub[0]Xgrid,20,Ygrid,5,41.1004555751724,
sub[0]Xgrid,20,Ygrid,5,41.1004555751724,
sub[0]Xgrid,20,Ygrid,5,41.1004555751724,
sub[0]Xgrid,20,Ygrid,5,41.1004555751724,
sub[0]Xgrid,20,Ygrid,5,41.1398284496681,
sub[0]Xgrid,20,Ygrid,5,41.1398284496681,
sub[0]Xgrid,20,Ygrid,5,41.1398284496681,
sub[0]Xgrid,20,Ygrid,5,41.1655250605964,
sub[0]Xgrid,20,Ygrid,5,41.1655250605964,
sub[0]Xgrid,20,Ygrid,5,41.1655250605964,
sub[0]Xgrid,20,Ygrid,5,41.1655250605964,
sub[0]Xgrid,20,Ygrid,5,41.1655250605964,
sub[0]Xgrid,20,Ygrid,5,41.1655250605964,
sub[0]Xgrid,20,Ygrid,5,41.1655250605964,
sub[0]Xgrid,20,Ygrid,5,41.2171749843774,
sub[0]Xgrid,20,Ygrid,5,41.2171749843774,
sub[0]Xgrid,20,Ygrid,5,41.2171749843774,
sub[0]Xgrid,20,Ygrid,5,41.2351025651546,
sub[0]Xgrid,20,Ygrid,5,41.2351025651546,
sub[0]Xgrid,20,Ygrid,5,41.2351025651546,
sub[0]Xgrid,20,Ygrid,5,41.2970114475465,
sub[0]Xgrid,20,Ygrid,5,41.2970114475465,
sub[0]Xgrid,20,Ygrid,5,41.2970114475465,
sub[0]Xgrid,20,Ygrid,5,41.2970114475465,
sub[0]Xgrid,20,Ygrid,5,41.3970492022638,
sub[0]Xgrid,20,Ygrid,5,41.5722320572823,
sub[0]Xgrid,20,Ygrid,5,41.5722320572823,
sub[0]Xgrid,20,Ygrid,5,41.5831445368452,
sub[0]Xgrid,20,Ygrid,5,41.5831445368452,
sub[0]Xgrid,20,Ygrid,5,41.6862406154188,
sub[0]Xgrid,20,Ygrid,5,41.6862406154188,
sub[0]Xgrid,20,Ygrid,5,41.6862406154188,
sub[0]Xgrid,20,Ygrid,5,41.6862406154188,
