sub[0]Xgrid,20,Ygrid,5,36.8641470103675,sub[1]Xgrid,20,Ygrid,11,36.8641470103675,
Path[1]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[2]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[3]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[4]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[5]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[6]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[7]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[8]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[9]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[10]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[11]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[12]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[13]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[14]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[15]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[16]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[17]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[18]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
Path[19]Xgrid,5,Ygrid,9,Distance,21200,Fdis,-104999.993648283,Fitness,100,subcount,0,Sunev,0
